,original,paraphrase,similar
221,The resulting clarity and depth of such images characterized his photography.,The Great Michael was the largest ship in Europe at the time.,False
308,"Feudal heavy cavalry were replaced with light horse, often drawn from the Borders.",Light horses were drawn from the Borders to replace the heavy cavalry.,True
176,"Her third book, How to Be Successful Without Hurting Men's Feelings, was published in 2018.",How to Be Successful Without Hurting Men's Feelings was her third book.,True
445,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.","The stories reflect some of the personal experiences of Utami, such as her loss of religion and that of the priest, Saman.",False
262,"Warfare in early modern Scotland includes all forms of military activity in Scotland or by Scottish forces, between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eighteenth century.","Between the adoption of new ideas of the Renaissance in the early 16th century and the military defeat of the Jacobite movement in the mid-eightteenth century, warfare in early modern Scotland included all forms of military activity.",True
375,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,The Scots captured Quebec in 1629 after returning to West Indies.,True
369,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,Scottish units in the British Army took part in a number of wars on Europe.,False
242,He was later contracted with the United States Department of the Interior to make photographs of national parks.,He was hired by the US Department of the Interior to take pictures of national parks.,True
92,"Ragnall ua Ímair (Old Norse: Rögnvaldr, died 921) or Rægnald was a Viking leader who ruled Northumbria and the Isle of Man in the early 10th century.",Adams is known for his black-and-white images of the American West.,False
230,"At age 12, he was given his first camera during his first visit to Yosemite National Park.","Scottish ships had some success against privateers, but were sold after the Flodden campaign.",False
348,Despite truces with England there were periodic outbreaks of a guerre de course.,There were Royal Navy patrols in Scottish waters.,False
342,Scottish naval efforts subsequently relied on privateering captains and hired merchantmen.,King William II's continental wars drew Scots into them.,False
460,"Scottish seamen received protection against arbitrary impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.","Scottish seamen received protection against impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.",True
227,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",Adams was an advocate for the environment for a long time.,True
65,Critical reception was mixed.,100 tricks to appear smart in meetings and draw what success looks like were her first two books.,False
127,"This group tried to organise an alliance with Æthelflæd, Lady of the Mercians but this attempt was cut short by her death in 918.",The attempt to organize an alliance with Lady of the Mercians was cut short by her death.,True
178,"Her third book, How to Be Successful Without Hurting Men's Feelings, was published in 2018.",The crown played a bigger role in the supply of equipment.,False
140,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".","The Annals of Ulster described Ragnall as ""king of the fair foreigners and the dark foreigners"" after he died.",True
220,The resulting clarity and depth of such images characterized his photography.,His photography was characterized by clarity and depth.,True
495,"The first official Highland regiment to be raised for the British army was the Black Watch in 1740, but the growth of Highland regiments was delayed by the 1745 Jacobite Rebellion.","After being kicked out of Dublin in 902, Ragnall may have ruled territory in southern Scotland or the Isle of Man.",False
